upload,caption,likes_list,hashtag,location,photo
2020-02-11T08:47:23.000Z,Hari ini mari kita berbagi kebaikan dan hal-hal positif. Semoga kebahagiaan selalu meliputi kita semua. Seperti manisnya kopi susu di dalam genggamanmu.#SegelasKopiUntukKawan,66 likes,#SegelasKopiUntukKawan,,https://instagram.fcgk4-2.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/84462114_2572934186308302_8614219579255988691_n.jpg?_nc_ht=instagram.fcgk4-2.fna.fbcdn.net&_nc_cat=106&_nc_ohc=miFrwxg4mH0AX83KWSx&oh=be6a4d12cdd0615884d34fcb56c1ec84&oe=5F3D8DB1
2020-02-06T08:06:43.000Z,Di luar gemericik air deras mengalir seperti sudah absen setiap hari. Kawan sebaiknya jaga badan dan kesehatan agar tidak terserang flu dan demam ya.Kalau mau cari yang menghangatkan badan sekalian boosting energi kami adalah tempat yang tepat untuk kawan.#SegelasKopiUntukKawan,623 views,#SegelasKopiUntukKawan,,https://instagram.fcgk5-1.fna.fbcdn.net/v/t50.2886-16/85564247_796346510877146_4923487032859347553_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5mZWVkLmRlZmF1bHQiLCJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSJ9&_nc_ht=instagram.fcgk5-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=mKWOSh9HK6UAX94QyLD&vs=17866865743619058_1811219970&_nc_vs=HBksFQAYJEdGZWJHUVhhSWViZVJkUUNBR0hLMHVGZXZWTkVia1lMQUFBRhUAAsgBABUAGCRHRFNyR1FYWndqRTV4dEVKQUtvWkVmZkwxTXBKYmtZTEFBQUYVAgLIAQAoABgAGwAVAAAYABbksJb5uvS8PxUCKAJDMywXQETZmZmZmZoYEmRhc2hfYmFzZWxpbmVfMV92MREAdeoHAA%3D%3D&_nc_rid=1dfa7689f4&oe=5F150FD4&oh=734f027212208c3c3f8885cbd38de4c2
2020-02-04T03:49:31.000Z,Kalau lg bekerja atau mengerjakan tugas kadang memang terasa lebih mudah kalau bersama kawan-kawan.Ada banyak hal yang bisa didiskusikan bersama dan mendapatkan solusi dan hasil terbaik.Apalagi jika ditemani dengan segelas kopi yang dibuat terbaik dengan hati. Sampai jumpa di tempat kami.#SegelasKopiUntukKawan,71 likes,#SegelasKopiUntukKawan,,https://instagram.fcgk4-2.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/83776951_3118596001517934_2568824794449968482_n.jpg?_nc_ht=instagram.fcgk4-2.fna.fbcdn.net&_nc_cat=106&_nc_ohc=vPj4g7d57BMAX-uVH2Z&oh=6a1d311747258d6768ba35ac1c0c6558&oe=5F3C2213
2020-02-01T10:10:06.000Z,Suasana yang sedang sendu seperti ini bagaimana jika kawan duduk bersama kami dengan didampingi secangkir kopi manual brew yang dibuat dengan sepenuh hati dari kami?#SegelasKopiUntukKawan,52 likes,#SegelasKopiUntukKawan,,https://instagram.fcgk4-3.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/82695420_184388325985088_6776645363112514099_n.jpg?_nc_ht=instagram.fcgk4-3.fna.fbcdn.net&_nc_cat=108&_nc_ohc=c21hjaq4rXAAX_euVKq&oh=c56ca023528929a842441b92e21098a9&oe=5F3DC4B6
2020-01-30T06:50:16.000Z,Pastikan untuk memesan segelas kopi hari ini agar aktivitasmu berjalan lebih lancar.Kalau kawan bingung mau pesan kopi apa jangan ragu untuk bertanya kepada barista kami ya.#SegelasKopiUntukKawan,76 likes,#SegelasKopiUntukKawan,,https://instagram.fcgk4-2.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/81880875_2890590144341742_3146862865763061930_n.jpg?_nc_ht=instagram.fcgk4-2.fna.fbcdn.net&_nc_cat=106&_nc_ohc=ONjmHuBz0VYAX8Rh8E_&oh=57d74d092ceef1c8ddd5a3f2d36a9369&oe=5F3CCE33
2020-01-28T11:55:56.000Z,"Sekarang kawan tidak perlu lagi bingung jika memerlukan tempat untuk melakukan meeting, workshop maupun kegiatan komersil karena kawan dapat melakukan reservasi di Serujuk Coffee & Work.Untuk melakukan pemesanan dilakukan H-3 kegiatan. Selamat berkegiatan.Contact and more info : 081393657361#SegelasKopiUntukKawan",44 likes,#SegelasKopiUntukKawan,,https://instagram.fcgk4-2.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/82564464_621185585342166_4824860426330754370_n.jpg?_nc_ht=instagram.fcgk4-2.fna.fbcdn.net&_nc_cat=106&_nc_ohc=gT5e2Gy6yZ8AX8yWE-8&oh=4af47448598fe19092cea88e6db291ab&oe=5F3AAB75
2020-01-23T07:04:40.000Z,Adalah menu favorit semua orang “Kopi Susu” karena dapat dinikmati oleh semua orang dari segala usia.Kalau kamu bosan dengan rasa kopi susu yang itu-itu aja kamu wajib banget datang ke tempat kami dan mencicipi berbagai jenis kopi susu dengan varian rasa yang tersedia.#SegelasKopiUntukKawan,51 likes,#SegelasKopiUntukKawan,,https://instagram.fcgk5-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/81613197_164055548253307_4896445070260754772_n.jpg?_nc_ht=instagram.fcgk5-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=vx1vNzVdsgwAX-TRpuf&oh=ba5d1af0721dac182453aac2212fa868&oe=5F3A9036
2020-01-21T08:49:20.000Z,"Jika harimu terasa berat, cobalah untuk bertemu orang tersayang dan mengambil banyak senyum agar terbangun kembali energi yang positif.Bersandingkan minuman favorit akan menambah suasana menjadi lebih positif. Signature drinks dari kami wajib banget kalian coba. Ada yang coffee dan non-coffee. Langsung ke sini aja ya!✨ #SegelasKopiUntukKawan",79 likes,#SegelasKopiUntukKawan,,https://instagram.fcgk4-4.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/82295699_2502816516647115_4561600475697668921_n.jpg?_nc_ht=instagram.fcgk4-4.fna.fbcdn.net&_nc_cat=103&_nc_ohc=zv3fAoWgt4EAX-GNxAL&oh=29ea7b8f19df8e79828cd462bd1c5748&oe=5F3D4ADB
2020-01-17T08:50:36.000Z,Akhir pekan tapi masih banyak pekerjaan atau masih harus lembur? Tidak apa akhir pekan untuk tetap produktif dan kami pun akan selalu siap menemani apapun kegiatan kamu.#SegelasKopiUntukKawan,45 likes,#SegelasKopiUntukKawan,,https://instagram.fcgk4-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/81815362_2559349794294624_2601928536088542198_n.jpg?_nc_ht=instagram.fcgk4-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=x9HwEm0TW8UAX-dlk4S&oh=ed6cc95c875c469840a33d69de688fb8&oe=5F3B3070
2020-01-15T10:05:53.000Z,Di luar cuaca sedang gelap dan mendung. Kalau awan menurunkan hujannya jangan lupa meneduh sebentar di tempat kami.Barista kami selalu siap menemani kalian dengan menu khas di sini. Sudah berkenalan dengan signature drink dari kami belum?#SegelasKopiUntukKawan,75 likes,#SegelasKopiUntukKawan,,https://instagram.fcgk5-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/81665629_2537092783080499_5417765600819781653_n.jpg?_nc_ht=instagram.fcgk5-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=CG9ykZIqpCUAX_1DuVy&oh=821517908a4d6694bdd917e6d31b5fb0&oe=5F3BAB13
2020-01-11T08:08:42.000Z,Malam minggu ini sudah ada rencana kemana kalian? Cuacanya mendung-mendung sendu cocok banget buat minum kopi di tempat kami dan menghabiskan sore harimu.Kami tunggu sampai jam 12 malam ya!#segelaskopiuntukkawan,97 likes,#segelaskopiuntukkawan,https://www.instagram.com/explore/locations/100107011526008/serujuk-coffee/,https://instagram.fcgk4-4.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/79805889_2451859301794093_7036898728056301577_n.jpg?_nc_ht=instagram.fcgk4-4.fna.fbcdn.net&_nc_cat=101&_nc_ohc=iRDbxu7aR4AAX-vkpkc&oh=9ead28f7a07c9de1d82e1671abf1fd08&oe=5F3B56CA
2020-01-06T11:18:40.000Z,Biarpun hujan selalu datang tidak terduga setiap saat tapi biarkan segelas kopi dan sambutan hangat dari kami menghangatkanmu.#segelaskopiuntukkawan,81 likes,#segelaskopiuntukkawan,https://www.instagram.com/explore/locations/100107011526008/serujuk-coffee/,https://instagram.fcgk4-2.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/79626795_2550552851885440_1620501890898458562_n.jpg?_nc_ht=instagram.fcgk4-2.fna.fbcdn.net&_nc_cat=104&_nc_ohc=vhm0GLbtpbUAX8m79UY&oh=3c685e1258b1c748723914a369576227&oe=5F3DE041
2020-01-02T05:53:42.000Z,Menemani kamu dengan segelas kopi untuk memulai langkah yang baru.#SegelasKopiUntukKawan,65 likes,#SegelasKopiUntukKawan,,https://instagram.fcgk5-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/79325567_3362390953787474_8646537653350601825_n.jpg?_nc_ht=instagram.fcgk5-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=ESTU1tcxckgAX8bWzyY&oh=41ed4644c1ea31a8bd77597c0f18abe6&oe=5F3C42A3
2020-01-02T05:53:10.000Z,Dimana suatu proses dan tujuan akan dimulai.#SegelasKopiUntukKawan,51 likes,#SegelasKopiUntukKawan,,https://instagram.fcgk4-3.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/79173196_2424802111118480_1544043406808510478_n.jpg?_nc_ht=instagram.fcgk4-3.fna.fbcdn.net&_nc_cat=108&_nc_ohc=FsP2V4grz6AAX9DhX6H&oh=a93f38c0fc784617fa8a9b4e98b6b5e9&oe=5F3A8188
2020-01-02T05:52:16.000Z,Menjadi tempat untuk menyatukan satu pemikiran dan tujuan.#SegelasKopiUntukKawan,51 likes,#SegelasKopiUntukKawan,,https://instagram.fcgk4-4.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/80341548_141105820648443_4466794298067615579_n.jpg?_nc_ht=instagram.fcgk4-4.fna.fbcdn.net&_nc_cat=103&_nc_ohc=ZOk39-SzhToAX9lVTch&oh=e9cb3fb9014c28954a37716ffb57e607&oe=5F3B7C02
